76.96,LOW,23.74,MEDIUM,110.77,HIGH,199.08,LOW,535.47,LOW,198.13,HIGH
79.06,HIGH,24.14,MEDIUM,128.46,HIGH,194.5,LOW,528.29,LOW,172.25,MEDIUM
63.78,MEDIUM,24.36,MEDIUM,120.25,HIGH,198.25,HIGH,509.69,LOW,180.29,HIGH
62.2,HIGH,23.64,MEDIUM,131.3,LOW,190.75,HIGH,514.3,LOW,205.63,LOW
54.12,MEDIUM,25.64,MEDIUM,127.6,LOW,159.7,LOW,519.16,LOW,209.34,LOW
56.15,LOW,26.39,HIGH,131.58,LOW,157.06,LOW,518.69,LOW,206.23,LOW
54.87,LOW,30.48,LOW,132.58,LOW,156.44,LOW,520.87,HIGH,211.63,LOW
56.06,LOW,30.95,LOW,128.39,HIGH,154.44,LOW,573.84,LOW,212.58,LOW
55.71,LOW,31.22,LOW,140.43,HIGH,150.67,MEDIUM,589.88,LOW,219.09,LOW
55.81,LOW,32.45,LOW,151.25,LOW,155.45,HIGH,585.06,LOW,224.39,HIGH
56.25,MEDIUM,32.41,LOW,148.56,LOW,136.63,LOW,599.87,HIGH,251.08,LOW
59.83,LOW,31.95,LOW,153.29,LOW,136.67,LOW,505.11,LOW,247.2,HIGH
59.2,LOW,31.16,LOW,151.35,HIGH,136.58,LOW,500.37,HIGH,227.33,LOW
58.51,LOW,30.64,MEDIUM,126.58,MEDIUM,135.69,LOW,528.06,LOW,228.02,LOW
59.38,MEDIUM,29.09,LOW,117.67,LOW,137.37,LOW,520.82,LOW,230.99,MEDIUM
54.97,MEDIUM,28.76,LOW,112.13,MEDIUM,143.06,MEDIUM,504.41,LOW,225.38,LOW
50.22,MEDIUM,29.23,LOW,106.62,LOW,143.31,MEDIUM,505.48,LOW,221.73,HIGH
50.59,MEDIUM,29.25,LOW,106.86,LOW,152.25,LOW,506.17,LOW,255.95,HIGH
54.3,MEDIUM,29.88,LOW,107.97,LOW,150.69,HIGH,504.72,LOW,210.96,LOW
55.42,MEDIUM,29.69,LOW,110.45,LOW,125.81,HIGH,523.26,HIGH,203.73,LOW
55.75,LOW,30.53,LOW,111.74,LOW,142.09,LOW,589.91,LOW,198.61,LOW
55.77,MEDIUM,29.51,LOW,114.28,MEDIUM,143.73,LOW,591.61,LOW,196.15,LOW
50.63,LOW,29.24,LOW,116.01,HIGH,144.4,LOW,579.28,MEDIUM,188.35,LOW
50.72,MEDIUM,28.46,LOW,136.99,MEDIUM,147.05,LOW,620.2,LOW,190.98,HIGH
47.99,LOW,27.88,LOW,139.07,LOW,145.29,LOW,611.56,LOW,175.64,LOW
48.26,LOW,28.01,MEDIUM,141.93,LOW,144.73,LOW,618.09,LOW,173.2,LOW
47.94,LOW,27.56,MEDIUM,140.35,HIGH,143.25,LOW,604.03,HIGH,175.26,LOW
48.37,MEDIUM,25.58,MEDIUM,114.86,LOW,145.44,LOW,524.5,LOW,175.32,LOW
51.99,MEDIUM,25.18,MEDIUM,116.65,LOW,146.99,LOW,510.96,LOW,179.52,HIGH
52.87,LOW,26.74,MEDIUM,114.89,LOW,145.78,LOW,512.22,LOW,175.28,LOW
53.51,MEDIUM,27.64,LOW,114.57,HIGH,145.12,LOW,528.38,LOW,181.62,LOW
49.39,HIGH,26.93,HIGH,108.69,LOW,150.46,LOW,535.3,LOW,185.2,MEDIUM
47.98,LOW,22.06,HIGH,109.9,LOW,153.25,LOW,547.81,LOW,199.34,LOW
46.34,MEDIUM,19.38,HIGH,108.68,LOW,152.53,LOW,545.09,LOW,206.98,LOW
44.55,MEDIUM,20.27,HIGH,107.84,LOW,147.98,LOW,562.77,LOW,212.74,HIGH
48.02,MEDIUM,21.8,HIGH,108.63,LOW,146.73,MEDIUM,585.5,LOW,245.98,LOW
45.25,MEDIUM,26.3,HIGH,110.31,LOW,160.0,LOW,585.58,LOW,251.23,LOW
41.42,LOW,30.8,MEDIUM,109.6,MEDIUM,163.3,HIGH,601.18,HIGH,255.46,LOW
41.52,LOW,32.19,HIGH,106.05,LOW,192.12,LOW,518.02,LOW,254.29,LOW
40.93,LOW,38.03,MEDIUM,108.51,LOW,187.15,LOW,533.56,LOW,256.89,LOW
39.87,LOW,37.56,LOW,112.3,LOW,183.4,LOW,541.14,HIGH,260.29,LOW
39.66,LOW,36.77,MEDIUM,113.25,LOW,186.98,LOW,450.57,LOW,263.56,HIGH
39.85,LOW,37.8,HIGH,113.33,LOW,190.32,LOW,438.59,LOW,262.23,LOW
40.21,LOW,36.86,MEDIUM,109.68,LOW,197.3,LOW,423.41,LOW,264.06,MEDIUM
40.17,LOW,35.33,LOW,115.72,LOW,201.43,HIGH,413.02,LOW,271.81,HIGH
40.21,LOW,35.55,LOW,113.68,MEDIUM,182.23,LOW,402.65,MEDIUM,238.37,LOW
40.69,LOW,35.98,LOW,106.53,HIGH,183.22,HIGH,400.7,LOW,237.42,HIGH
40.43,MEDIUM,35.99,LOW,103.55,HIGH,214.08,LOW,392.9,HIGH,221.64,HIGH
42.78,LOW,35.18,LOW,86.17,HIGH,216.06,LOW,386.44,HIGH,219.84,MEDIUM
42.24,LOW,34.48,LOW,90.83,LOW,221.88,LOW,354.83,HIGH,208.35,HIGH
42.53,LOW,34.71,LOW,90.91,LOW,222.07,LOW,369.45,LOW,187.28,MEDIUM
43.09,LOW,35.29,LOW,88.01,LOW,224.98,LOW,364.44,LOW,206.23,HIGH
43.47,LOW,34.21,MEDIUM,87.05,MEDIUM,230.01,LOW,356.03,LOW,220.8,LOW
43.23,LOW,33.74,MEDIUM,86.16,LOW,235.59,LOW,359.63,LOW,217.27,LOW
44.12,LOW,35.69,MEDIUM,87.18,LOW,237.22,HIGH,357.37,LOW,212.73,HIGH
44.34,LOW,33.08,MEDIUM,88.74,LOW,232.0,LOW,358.6,LOW,181.67,HIGH
43.8,MEDIUM,33.81,LOW,87.9,MEDIUM,231.9,HIGH,360.46,LOW,208.28,HIGH
41.12,MEDIUM,32.85,LOW,85.12,HIGH,242.81,LOW,358.73,HIGH,227.72,HIGH
44.05,LOW,31.61,LOW,100.33,MEDIUM,244.33,LOW,428.59,HIGH,231.69,HIGH
42.24,LOW,31.38,MEDIUM,100.55,MEDIUM,249.37,HIGH,418.22,HIGH,225.01,HIGH
44.06,LOW,29.69,MEDIUM,97.72,HIGH,207.22,LOW,472.62,LOW,207.82,HIGH
44.9,LOW,27.93,LOW,110.86,HIGH,202.94,MEDIUM,475.95,LOW,207.57,LOW
46.39,LOW,27.53,LOW,109.27,LOW,198.69,LOW,459.32,LOW,209.08,LOW
45.16,MEDIUM,27.98,LOW,110.39,MEDIUM,195.2,LOW,455.46,LOW,207.74,MEDIUM
41.08,LOW,27.86,LOW,100.55,LOW,201.72,LOW,459.02,LOW,231.27,LOW
40.67,LOW,28.64,LOW,100.72,LOW,204.91,LOW,460.84,LOW,234.3,LOW
40.26,LOW,28.94,LOW,100.71,LOW,208.31,LOW,471.49,LOW,232.71,LOW
40.49,MEDIUM,29.2,LOW,96.44,LOW,213.36,LOW,473.15,LOW,240.48,HIGH
43.09,HIGH,29.01,LOW,97.35,LOW,209.25,MEDIUM,460.79,LOW,266.75,LOW
44.21,MEDIUM,28.83,LOW,97.07,HIGH,197.46,HIGH,460.41,LOW,268.83,LOW
40.32,HIGH,27.84,LOW,87.92,HIGH,208.22,LOW,471.42,HIGH,275.12,LOW
32.88,HIGH,27.34,LOW,88.43,HIGH,208.61,LOW,378.98,HIGH,274.02,LOW
35.08,HIGH,26.82,LOW,103.13,HIGH,208.08,LOW,350.88,LOW,270.44,LOW
34.48,MEDIUM,26.52,LOW,123.28,HIGH,203.73,LOW,352.26,LOW,268.79,LOW
35.01,HIGH,27.28,LOW,142.87,LOW,203.27,LOW,356.0,LOW,269.85,LOW
37.76,MEDIUM,27.46,LOW,142.03,LOW,203.84,LOW,352.48,HIGH,267.09,LOW
39.57,LOW,27.89,LOW,143.2,LOW,207.07,LOW,388.49,LOW,263.84,LOW
38.16,LOW,27.43,LOW,139.43,MEDIUM,202.96,LOW,394.94,HIGH,256.88,LOW
36.94,LOW,26.92,LOW,145.72,LOW,199.98,LOW,354.75,LOW,263.67,LOW
35.8,LOW,27.31,LOW,149.14,MEDIUM,197.33,LOW,351.18,LOW,268.34,LOW
35.83,LOW,27.33,LOW,159.26,HIGH,202.55,LOW,343.27,HIGH,260.67,LOW
36.28,LOW,27.71,MEDIUM,168.62,LOW,203.76,HIGH,298.86,HIGH,254.2,LOW
36.37,LOW,26.36,MEDIUM,170.49,LOW,198.94,HIGH,290.16,LOW,246.88,LOW
36.26,LOW,27.78,LOW,172.43,LOW,235.06,HIGH,279.02,HIGH,244.41,MEDIUM
35.89,MEDIUM,27.45,LOW,175.43,LOW,202.53,HIGH,273.36,HIGH,262.33,LOW
38.13,LOW,27.39,LOW,174.43,HIGH,163.88,MEDIUM,284.32,LOW,268.31,LOW
37.72,LOW,27.99,LOW,201.89,LOW,168.46,LOW,279.16,LOW,264.83,LOW
36.9,LOW,27.4,LOW,204.48,LOW,168.22,LOW,273.28,HIGH,264.16,LOW
35.56,LOW,27.65,LOW,203.11,HIGH,166.84,LOW,237.94,HIGH,255.56,LOW
35.13,LOW,28.0,LOW,214.59,MEDIUM,166.74,LOW,249.53,LOW,264.63,LOW
35.26,LOW,28.55,LOW,229.79,MEDIUM,166.5,LOW,245.12,LOW,265.5,MEDIUM
34.63,LOW,29.28,MEDIUM,219.44,LOW,165.05,HIGH,242.22,MEDIUM,281.06,LOW
34.14,LOW,27.48,MEDIUM,224.93,MEDIUM,147.44,MEDIUM,249.89,LOW,287.22,LOW
33.32,MEDIUM,28.11,HIGH,205.51,MEDIUM,157.31,MEDIUM,252.57,LOW,281.99,LOW
34.08,LOW,30.61,MEDIUM,209.92,LOW,154.14,HIGH,252.08,HIGH,283.47,LOW
34.94,LOW,32.24,LOW,206.95,LOW,160.77,HIGH,263.63,HIGH,290.1,LOW
33.59,HIGH,32.6,LOW,205.11,LOW,193.2,MEDIUM,274.14,LOW,290.78,LOW
37.96,MEDIUM,32.07,LOW,208.22,LOW,210.8,LOW,280.11,MEDIUM,290.41,LOW
34.59,MEDIUM,31.98,LOW,207.22,LOW,205.84,HIGH,284.05,LOW,293.78,LOW
36.65,MEDIUM,32.54,MEDIUM,206.2,HIGH,177.85,LOW,286.3,LOW,292.49,LOW
35.75,LOW,34.69,MEDIUM,205.36,LOW,181.87,LOW,290.18,LOW,296.69,LOW
34.79,LOW,31.54,MEDIUM,207.88,LOW,179.8,HIGH,286.58,LOW,290.42,HIGH
34.87,LOW,30.68,MEDIUM,202.99,HIGH,209.72,LOW,292.72,LOW,260.05,HIGH
34.46,LOW,30.22,MEDIUM,207.4,HIGH,213.17,LOW,294.15,HIGH,228.47,LOW
34.85,LOW,27.3,MEDIUM,214.65,HIGH,217.6,LOW,309.0,LOW,221.35,LOW
33.72,LOW,24.74,MEDIUM,179.71,LOW,224.7,LOW,301.09,LOW,213.71,HIGH
33.96,LOW,24.26,MEDIUM,176.4,LOW,224.76,LOW,308.52,HIGH,243.44,LOW
33.8,LOW,24.57,MEDIUM,177.94,LOW,222.52,LOW,336.7,LOW,249.79,MEDIUM
33.66,LOW,23.68,LOW,179.65,LOW,223.45,LOW,338.62,LOW,227.39,LOW
34.58,LOW,23.94,LOW,182.28,LOW,224.31,LOW,347.93,LOW,226.25,HIGH
33.84,LOW,23.85,LOW,187.27,LOW,219.41,LOW,355.75,LOW,222.84,LOW
34.67,LOW,23.42,LOW,192.8,LOW,215.79,MEDIUM,360.35,LOW,225.29,LOW
34.24,LOW,23.58,LOW,197.32,LOW,198.92,MEDIUM,366.76,LOW,221.05,LOW
35.07,LOW,23.81,MEDIUM,200.17,LOW,180.26,LOW,372.21,HIGH,217.48,HIGH
35.72,LOW,23.82,LOW,204.8,HIGH,176.24,LOW,420.63,LOW,251.2,LOW
34.92,LOW,23.05,LOW,187.21,HIGH,182.01,MEDIUM,427.11,HIGH,244.9,LOW
35.49,LOW,22.79,LOW,204.19,MEDIUM,176.46,LOW,481.69,HIGH,247.32,LOW
34.96,MEDIUM,22.47,LOW,215.29,HIGH,170.75,LOW,473.34,LOW,243.25,HIGH
36.23,HIGH,22.58,LOW,198.01,HIGH,170.12,LOW,488.12,LOW,252.14,MEDIUM
37.25,LOW,22.72,LOW,209.79,HIGH,172.84,LOW,493.48,LOW,258.74,LOW
36.88,MEDIUM,22.47,LOW,181.91,LOW,176.52,LOW,483.84,LOW,262.06,LOW
37.41,LOW,22.04,LOW,175.68,LOW,173.45,LOW,480.99,LOW,259.2,LOW
35.66,LOW,21.29,LOW,174.4,LOW,178.46,LOW,495.85,LOW,260.27,MEDIUM
35.82,LOW,21.43,LOW,178.48,LOW,181.66,LOW,498.18,HIGH,255.9,LOW
36.9,MEDIUM,20.48,LOW,180.0,LOW,179.81,LOW,423.17,LOW,249.15,LOW
37.24,MEDIUM,21.25,MEDIUM,179.85,LOW,173.16,LOW,413.89,LOW,241.03,LOW
35.95,HIGH,20.61,MEDIUM,183.39,HIGH,176.85,LOW,410.81,LOW,234.74,HIGH
35.59,MEDIUM,21.61,LOW,178.71,LOW,174.89,LOW,420.72,LOW,244.04,MEDIUM
38.03,MEDIUM,21.81,LOW,173.5,LOW,175.04,LOW,419.41,MEDIUM,266.47,MEDIUM
38.66,LOW,21.68,LOW,171.17,LOW,172.67,LOW,439.75,LOW,264.8,LOW
37.9,LOW,21.69,LOW,170.76,LOW,172.58,LOW,428.12,HIGH,257.92,HIGH
38.45,LOW,22.18,LOW,169.43,LOW,167.68,LOW,400.27,HIGH,298.1,HIGH
39.03,LOW,22.65,LOW,173.27,LOW,163.37,LOW,396.48,LOW,335.83,LOW
40.43,LOW,21.85,LOW,170.88,LOW,159.07,MEDIUM,403.81,LOW,341.26,LOW
40.62,LOW,22.0,LOW,172.74,LOW,172.98,LOW,407.63,HIGH,332.86,LOW
40.98,MEDIUM,22.58,LOW,169.56,LOW,175.3,LOW,428.85,LOW,333.26,LOW
37.02,MEDIUM,22.37,LOW,169.48,HIGH,178.6,LOW,433.85,LOW,342.75,LOW
38.27,LOW,22.09,LOW,142.98,LOW,180.79,LOW,423.84,LOW,348.51,LOW
37.65,MEDIUM,22.56,LOW,144.32,LOW,181.73,LOW,412.18,LOW,356.64,LOW
33.81,MEDIUM,21.91,MEDIUM,141.18,LOW,187.61,LOW,408.59,HIGH,352.01,LOW
33.99,LOW,21.78,LOW,142.81,LOW,186.12,HIGH,340.55,LOW,343.33,HIGH
33.94,LOW,21.44,LOW,148.34,HIGH,206.27,LOW,347.58,HIGH,351.77,LOW
32.94,LOW,20.68,LOW,142.53,LOW,205.05,LOW,403.71,LOW,356.18,LOW
32.86,LOW,20.63,LOW,143.8,LOW,207.18,HIGH,404.35,LOW,351.5,LOW
33.83,LOW,20.77,LOW,146.61,LOW,243.69,LOW,417.52,LOW,351.7,HIGH
32.85,LOW,20.79,LOW,146.79,MEDIUM,250.95,LOW,409.18,LOW,330.3,LOW
33.14,MEDIUM,20.7,LOW,150.17,HIGH,248.28,HIGH,412.13,LOW,326.06,LOW
32.73,MEDIUM,20.65,LOW,149.92,HIGH,245.9,HIGH,422.23,MEDIUM,337.05,HIGH
31.54,LOW,20.97,LOW,160.08,LOW,259.94,LOW,429.13,LOW,343.0,HIGH
30.89,LOW,20.61,MEDIUM,160.18,HIGH,262.87,LOW,431.12,LOW,276.34,LOW
31.83,LOW,20.78,MEDIUM,158.5,HIGH,266.34,HIGH,446.86,LOW,284.83,LOW
32.64,LOW,20.08,LOW,150.84,HIGH,248.64,LOW,438.77,LOW,285.47,LOW
31.77,LOW,20.5,LOW,119.45,LOW,250.96,LOW,446.26,LOW,282.29,LOW
32.12,LOW,20.0,LOW,116.03,LOW,246.06,LOW,445.46,MEDIUM,280.1,LOW
31.97,MEDIUM,19.25,LOW,113.31,LOW,241.03,MEDIUM,426.22,LOW,272.53,LOW
31.28,MEDIUM,18.87,LOW,112.48,LOW,217.15,LOW,417.04,LOW,265.66,LOW
33.98,LOW,19.26,LOW,108.62,LOW,213.29,LOW,425.67,LOW,270.13,LOW
34.59,LOW,18.84,LOW,109.24,LOW,216.71,HIGH,432.35,LOW,278.5,HIGH
34.12,LOW,18.9,LOW,106.97,LOW,186.31,LOW,429.02,LOW,295.73,HIGH
34.65,LOW,18.85,LOW,106.3,LOW,184.38,HIGH,418.23,MEDIUM,351.04,LOW
34.83,LOW,19.29,LOW,104.84,LOW,172.52,MEDIUM,372.54,LOW,353.83,LOW
34.09,MEDIUM,19.13,LOW,103.84,HIGH,167.24,LOW,382.86,LOW,357.75,LOW
33.01,HIGH,19.4,LOW,122.61,LOW,167.44,HIGH,380.36,HIGH,362.77,LOW
33.59,HIGH,19.62,LOW,125.62,LOW,188.93,HIGH,372.42,LOW,374.55,LOW
34.52,HIGH,18.98,LOW,124.28,LOW,208.03,LOW,382.53,HIGH,377.36,LOW
38.46,MEDIUM,18.72,LOW,123.68,LOW,202.83,LOW,378.98,HIGH,378.4,LOW
42.27,LOW,18.81,MEDIUM,122.29,HIGH,204.62,LOW,342.65,LOW,365.11,LOW
43.24,LOW,19.52,MEDIUM,108.39,HIGH,195.55,HIGH,347.41,LOW,370.31,LOW
44.35,LOW,18.11,MEDIUM,103.58,HIGH,228.99,LOW,339.22,HIGH,361.57,HIGH
44.5,LOW,17.29,MEDIUM,109.26,LOW,226.91,HIGH,313.77,HIGH,366.66,LOW
44.8,LOW,16.42,MEDIUM,112.78,LOW,230.49,LOW,274.64,HIGH,364.01,HIGH
44.45,MEDIUM,15.0,MEDIUM,109.11,LOW,232.78,LOW,247.43,HIGH,356.54,HIGH
43.04,HIGH,14.72,MEDIUM,112.33,HIGH,238.47,LOW,239.26,LOW,333.25,HIGH
41.49,HIGH,15.57,MEDIUM,102.32,LOW,244.55,HIGH,235.48,LOW,362.43,LOW
41.08,LOW,16.47,MEDIUM,100.46,LOW,244.86,HIGH,239.56,LOW,359.88,LOW
42.1,LOW,16.62,MEDIUM,102.24,LOW,283.76,LOW,241.69,LOW,371.95,LOW
41.83,LOW,17.27,MEDIUM,105.16,LOW,287.8,HIGH,239.48,LOW,372.77,HIGH
